Transaction_ID	Items
7258	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=hispanic,language in home=spanish}
7259	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
7260	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
7261	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=spanish}
7262	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7263	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
7265	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
7267	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=english}
7268	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=spanish}
7269	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
7270	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=spanish}
7271	{income=$0-$40,000,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7272	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
7273	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=english}
7274	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=asian,language in home=english}
7275	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7276	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
